0	0
1	302
2	356
3	420
4	496
5	515
6	519
7	523
8	528
9	532
10	536
11	541
12	545
13	550
14	554
15	559
16	564
17	568
18	573
19	578
20	582
21	587
22	592
23	597
24	602
25	607
26	612
27	617
28	622
29	627
30	632
31	637
32	643
33	648
34	653
35	659
36	664
37	669
38	675
39	680
40	686
41	692
42	697
43	703
44	709
45	715
46	721
47	727
48	733
49	739
50	745
51	751
52	757
53	763
54	769
55	776
56	782
57	789
58	795
59	802
60	808
61	815
62	822
63	828
64	835
65	842
66	849
67	856
68	863
69	870
70	877
71	884
72	892
73	899
74	907
75	914
76	921
77	929
78	937
79	944
80	952
81	960
82	968
83	976
84	984
85	992
86	1000
87	1008
88	1017
89	1035
90	1102
91	1173
92	1248
93	1328
94	1413
95	1504
96	1601
97	1703
98	1813
99	1929
99.9	2040
99.99	19483
99.999	151884
