0	0
1	261
2	267
3	272
4	278
5	284
6	290
7	296
8	303
9	309
10	316
11	323
12	330
13	337
14	344
15	351
16	359
17	367
18	375
19	383
20	391
21	399
22	408
23	417
24	425
25	435
26	444
27	453
28	463
29	473
30	483
31	494
32	504
33	513
34	519
35	524
36	530
37	535
38	541
39	547
40	553
41	559
42	565
43	571
44	577
45	583
46	589
47	595
48	602
49	608
50	614
51	621
52	628
53	634
54	641
55	648
56	655
57	662
58	669
59	676
60	683
61	690
62	698
63	705
64	713
65	720
66	728
67	735
68	743
69	751
70	759
71	767
72	775
73	784
74	792
75	800
76	809
77	818
78	826
79	835
80	844
81	853
82	862
83	871
84	880
85	890
86	899
87	909
88	918
89	928
90	938
91	948
92	958
93	968
94	979
95	989
96	1000
97	1010
98	1021
99	1384
99.9	1981
99.99	3852
99.999	118715
