0	0
1	260
2	265
3	269
4	274
5	279
6	284
7	289
8	294
9	300
10	305
11	310
12	316
13	322
14	327
15	333
16	339
17	345
18	351
19	358
20	364
21	371
22	377
23	384
24	391
25	398
26	405
27	412
28	420
29	427
30	435
31	442
32	450
33	458
34	467
35	475
36	483
37	492
38	501
39	510
40	516
41	522
42	528
43	535
44	541
45	547
46	553
47	560
48	566
49	573
50	580
51	586
52	593
53	600
54	607
55	614
56	621
57	629
58	636
59	643
60	651
61	658
62	666
63	674
64	682
65	690
66	698
67	706
68	714
69	722
70	731
71	739
72	748
73	757
74	765
75	774
76	783
77	793
78	802
79	811
80	821
81	830
82	840
83	850
84	859
85	869
86	880
87	890
88	900
89	911
90	921
91	932
92	943
93	954
94	965
95	976
96	988
97	999
98	1011
99	1022
99.9	1921
99.99	10425
99.999	111994
