0	0
1	281
2	308
3	339
4	372
5	408
6	448
7	493
8	514
9	519
10	523
11	528
12	532
13	537
14	541
15	546
16	551
17	555
18	560
19	565
20	570
21	575
22	580
23	585
24	590
25	595
26	600
27	605
28	610
29	616
30	621
31	626
32	632
33	637
34	642
35	648
36	654
37	659
38	665
39	671
40	676
41	682
42	688
43	694
44	700
45	706
46	712
47	718
48	724
49	731
50	737
51	743
52	750
53	756
54	763
55	769
56	776
57	782
58	789
59	796
60	803
61	810
62	817
63	824
64	831
65	838
66	845
67	852
68	860
69	867
70	875
71	882
72	890
73	897
74	905
75	913
76	921
77	929
78	937
79	945
80	953
81	961
82	969
83	978
84	986
85	995
86	1003
87	1012
88	1020
89	1064
90	1130
91	1199
92	1273
93	1351
94	1434
95	1522
96	1615
97	1715
98	1820
99	1932
99.9	2038
99.99	6316
99.999	123067
