0	0
1	516
2	525
3	535
4	545
5	555
6	566
7	576
8	587
9	598
10	609
11	620
12	632
13	644
14	656
15	668
16	680
17	693
18	706
19	719
20	732
21	746
22	760
23	774
24	788
25	803
26	818
27	833
28	848
29	864
30	880
31	897
32	913
33	930
34	948
35	965
36	983
37	1001
38	1020
39	1035
40	1049
41	1063
42	1077
43	1092
44	1106
45	1121
46	1136
47	1152
48	1167
49	1183
50	1199
51	1215
52	1231
53	1248
54	1265
55	1282
56	1299
57	1316
58	1334
59	1352
60	1370
61	1389
62	1407
63	1426
64	1446
65	1465
66	1485
67	1505
68	1525
69	1546
70	1566
71	1588
72	1609
73	1631
74	1653
75	1675
76	1697
77	1720
78	1743
79	1767
80	1791
81	1815
82	1839
83	1864
84	1889
85	1914
86	1940
87	1966
88	1993
89	2020
90	2047
91	2211
92	2392
93	2588
94	2800
95	3029
96	3277
97	3546
98	3836
99	6229
99.9	966791
99.99	1045539
99.999	1260057
