0	0
1	513
2	522
3	531
4	541
5	550
6	560
7	569
8	579
9	589
10	600
11	610
12	621
13	631
14	642
15	653
16	665
17	676
18	688
19	700
20	712
21	725
22	737
23	750
24	763
25	776
26	790
27	803
28	817
29	832
30	846
31	861
32	876
33	891
34	906
35	922
36	938
37	954
38	971
39	988
40	1005
41	1022
42	1037
43	1052
44	1067
45	1082
46	1097
47	1113
48	1129
49	1145
50	1161
51	1178
52	1194
53	1211
54	1228
55	1246
56	1264
57	1282
58	1300
59	1318
60	1337
61	1356
62	1375
63	1395
64	1414
65	1435
66	1455
67	1476
68	1497
69	1518
70	1539
71	1561
72	1583
73	1606
74	1629
75	1652
76	1675
77	1699
78	1723
79	1748
80	1773
81	1798
82	1823
83	1849
84	1875
85	1902
86	1929
87	1956
88	1984
89	2012
90	2041
91	2187
92	2382
93	2593
94	2824
95	3075
96	3348
97	3645
98	3969
99	595967
99.9	995022
99.99	2097152
99.999	2383300
