0	0
1	517
2	525
3	533
4	541
5	549
6	558
7	567
8	575
9	584
10	593
11	603
12	612
13	622
14	631
15	641
16	651
17	661
18	671
19	682
20	692
21	703
22	714
23	725
24	736
25	748
26	759
27	771
28	783
29	795
30	808
31	820
32	833
33	846
34	859
35	873
36	886
37	900
38	914
39	928
40	942
41	957
42	972
43	987
44	1002
45	1018
46	1034
47	1050
48	1066
49	1082
50	1099
51	1116
52	1133
53	1150
54	1168
55	1186
56	1204
57	1223
58	1241
59	1260
60	1280
61	1300
62	1319
63	1340
64	1360
65	1381
66	1403
67	1424
68	1446
69	1468
70	1491
71	1514
72	1537
73	1561
74	1585
75	1609
76	1634
77	1659
78	1684
79	1710
80	1737
81	1763
82	1790
83	1818
84	1846
85	1874
86	1903
87	1932
88	1962
89	1992
90	2023
91	2083
92	2261
93	2455
94	2666
95	2895
96	3143
97	3413
98	3706
99	4024
99.9	912309
99.99	1039492
99.999	1066750
