0	0
1	517
2	525
3	533
4	541
5	550
6	558
7	567
8	575
9	584
10	593
11	602
12	611
13	621
14	630
15	640
16	650
17	660
18	670
19	680
20	690
21	701
22	712
23	723
24	734
25	745
26	756
27	768
28	780
29	792
30	804
31	816
32	828
33	841
34	854
35	867
36	880
37	894
38	907
39	921
40	935
41	950
42	964
43	979
44	994
45	1009
46	1025
47	1041
48	1057
49	1073
50	1090
51	1107
52	1124
53	1141
54	1159
55	1177
56	1195
57	1214
58	1232
59	1252
60	1271
61	1291
62	1311
63	1331
64	1352
65	1373
66	1394
67	1415
68	1437
69	1460
70	1482
71	1505
72	1529
73	1552
74	1576
75	1601
76	1626
77	1651
78	1676
79	1702
80	1729
81	1756
82	1783
83	1810
84	1838
85	1867
86	1896
87	1925
88	1955
89	1985
90	2016
91	2047
92	2217
93	2401
94	2601
95	2817
96	3051
97	3304
98	3579
99	3876
99.9	6605
99.99	8104
99.999	262144
