0	0
1	516
2	524
3	532
4	541
5	549
6	558
7	567
8	576
9	585
10	594
11	603
12	612
13	622
14	632
15	642
16	652
17	662
18	672
19	683
20	694
21	705
22	716
23	727
24	738
25	750
26	762
27	773
28	786
29	798
30	810
31	823
32	836
33	849
34	862
35	876
36	890
37	904
38	918
39	932
40	947
41	962
42	977
43	992
44	1008
45	1023
46	1039
47	1055
48	1071
49	1087
50	1103
51	1120
52	1137
53	1154
54	1172
55	1190
56	1208
57	1226
58	1245
59	1263
60	1282
61	1302
62	1322
63	1342
64	1362
65	1383
66	1404
67	1425
68	1446
69	1468
70	1491
71	1513
72	1536
73	1559
74	1583
75	1607
76	1631
77	1656
78	1681
79	1707
80	1733
81	1759
82	1786
83	1813
84	1840
85	1868
86	1896
87	1925
88	1954
89	1984
90	2014
91	2044
92	2202
93	2389
94	2592
95	2811
96	3050
97	3308
98	3588
99	3893
99.9	7449
99.99	23170
99.999	320746
