0	0
1	517
2	525
3	532
4	540
5	549
6	557
7	565
8	574
9	582
10	591
11	600
12	609
13	618
14	627
15	637
16	646
17	656
18	666
19	676
20	686
21	696
22	706
23	717
24	728
25	739
26	750
27	761
28	772
29	784
30	796
31	807
32	820
33	832
34	844
35	857
36	870
37	883
38	896
39	909
40	923
41	937
42	951
43	965
44	980
45	994
46	1009
47	1024
48	1041
49	1057
50	1074
51	1091
52	1108
53	1125
54	1143
55	1161
56	1179
57	1198
58	1217
59	1236
60	1255
61	1275
62	1295
63	1316
64	1336
65	1357
66	1379
67	1401
68	1423
69	1445
70	1468
71	1491
72	1515
73	1538
74	1563
75	1587
76	1612
77	1638
78	1664
79	1690
80	1716
81	1743
82	1771
83	1799
84	1827
85	1856
86	1885
87	1915
88	1945
89	1976
90	2007
91	2038
92	2171
93	2357
94	2558
95	2777
96	3014
97	3271
98	3551
99	3854
99.9	6315
99.99	8066
99.999	262144
