0	0
1	515
2	524
3	533
4	542
5	552
6	562
7	571
8	581
9	592
10	602
11	613
12	623
13	634
14	645
15	657
16	668
17	680
18	692
19	704
20	716
21	729
22	742
23	755
24	768
25	781
26	795
27	809
28	823
29	837
30	852
31	867
32	882
33	898
34	913
35	929
36	946
37	962
38	979
39	996
40	1014
41	1030
42	1044
43	1058
44	1073
45	1088
46	1103
47	1118
48	1133
49	1149
50	1165
51	1181
52	1197
53	1214
54	1230
55	1247
56	1264
57	1282
58	1299
59	1317
60	1335
61	1354
62	1372
63	1391
64	1410
65	1430
66	1450
67	1470
68	1490
69	1510
70	1531
71	1552
72	1574
73	1595
74	1617
75	1639
76	1662
77	1685
78	1708
79	1732
80	1755
81	1780
82	1804
83	1829
84	1854
85	1880
86	1906
87	1932
88	1958
89	1985
90	2013
91	2040
92	2177
93	2365
94	2568
95	2789
96	3030
97	3290
98	3573
99	3881
99.9	8192
99.99	65536
99.999	314771
