0	0
1	324
2	410
3	512
4	521
5	530
6	539
7	548
8	558
9	568
10	578
11	588
12	598
13	608
14	619
15	629
16	640
17	651
18	663
19	674
20	686
21	698
22	710
23	722
24	735
25	747
26	760
27	773
28	787
29	801
30	814
31	828
32	843
33	857
34	872
35	887
36	903
37	918
38	934
39	951
40	967
41	984
42	1001
43	1018
44	1033
45	1047
46	1060
47	1074
48	1089
49	1103
50	1118
51	1132
52	1147
53	1162
54	1178
55	1193
56	1209
57	1225
58	1241
59	1258
60	1274
61	1291
62	1308
63	1325
64	1343
65	1361
66	1379
67	1397
68	1415
69	1434
70	1453
71	1472
72	1491
73	1511
74	1531
75	1551
76	1572
77	1593
78	1614
79	1635
80	1657
81	1678
82	1701
83	1723
84	1746
85	1769
86	1792
87	1816
88	1840
89	1864
90	1889
91	1914
92	1939
93	1965
94	1990
95	2017
96	2043
97	2389
98	2865
99	3435
99.9	4046
99.99	68690
99.999	107355
