0	0
1	351
2	482
3	526
4	545
5	565
6	585
7	606
8	627
9	650
10	673
11	697
12	722
13	748
14	775
15	802
16	831
17	861
18	892
19	923
20	956
21	991
22	1024
23	1034
24	1044
25	1054
26	1064
27	1074
28	1084
29	1095
30	1105
31	1116
32	1126
33	1137
34	1148
35	1159
36	1170
37	1181
38	1193
39	1204
40	1215
41	1227
42	1239
43	1251
44	1263
45	1275
46	1287
47	1299
48	1312
49	1324
50	1337
51	1349
52	1362
53	1375
54	1389
55	1402
56	1415
57	1429
58	1442
59	1456
60	1470
61	1484
62	1498
63	1513
64	1527
65	1542
66	1556
67	1571
68	1586
69	1601
70	1617
71	1632
72	1648
73	1663
74	1679
75	1695
76	1712
77	1728
78	1744
79	1761
80	1778
81	1795
82	1812
83	1829
84	1847
85	1864
86	1882
87	1900
88	1918
89	1937
90	1955
91	1974
92	1993
93	2012
94	2031
95	2090
96	2392
97	2738
98	3134
99	3586
99.9	4050
99.99	39420
99.999	97629
