0	0
1	411
2	557
3	652
4	763
5	893
6	1025
7	1032
8	1040
9	1048
10	1056
11	1064
12	1072
13	1080
14	1088
15	1097
16	1105
17	1113
18	1122
19	1130
20	1139
21	1147
22	1156
23	1165
24	1174
25	1183
26	1192
27	1201
28	1210
29	1219
30	1228
31	1237
32	1247
33	1256
34	1266
35	1275
36	1285
37	1295
38	1305
39	1314
40	1324
41	1334
42	1345
43	1355
44	1365
45	1375
46	1386
47	1396
48	1407
49	1418
50	1428
51	1439
52	1450
53	1461
54	1472
55	1483
56	1495
57	1506
58	1517
59	1529
60	1540
61	1552
62	1564
63	1576
64	1588
65	1600
66	1612
67	1624
68	1636
69	1649
70	1661
71	1674
72	1686
73	1699
74	1712
75	1725
76	1738
77	1751
78	1765
79	1778
80	1791
81	1805
82	1819
83	1833
84	1846
85	1860
86	1875
87	1889
88	1903
89	1917
90	1932
91	1947
92	1961
93	1976
94	1991
95	2006
96	2022
97	2037
98	2248
99	3037
99.9	3980
99.99	4089
99.999	16384
