0	0
1	514
2	518
3	522
4	525
5	529
6	533
7	536
8	540
9	544
10	548
11	551
12	555
13	559
14	563
15	567
16	571
17	575
18	579
19	583
20	587
21	591
22	595
23	599
24	604
25	608
26	612
27	616
28	621
29	625
30	629
31	634
32	638
33	643
34	647
35	652
36	656
37	661
38	665
39	670
40	675
41	679
42	684
43	689
44	694
45	698
46	703
47	708
48	713
49	718
50	723
51	728
52	733
53	738
54	744
55	749
56	754
57	759
58	765
59	770
60	775
61	781
62	786
63	792
64	797
65	803
66	808
67	814
68	820
69	825
70	831
71	837
72	843
73	849
74	855
75	861
76	867
77	873
78	879
79	885
80	891
81	897
82	904
83	910
84	916
85	923
86	929
87	935
88	942
89	949
90	955
91	962
92	969
93	975
94	982
95	989
96	996
97	1003
98	1010
99	1017
99.9	1023
99.99	2538
99.999	9592
