0	0
1	513
2	517
3	522
4	526
5	530
6	534
7	538
8	543
9	547
10	551
11	556
12	560
13	565
14	569
15	574
16	578
17	583
18	588
19	592
20	597
21	602
22	607
23	612
24	617
25	621
26	626
27	631
28	636
29	642
30	647
31	652
32	657
33	662
34	668
35	673
36	678
37	684
38	689
39	695
40	700
41	706
42	712
43	717
44	723
45	729
46	735
47	740
48	746
49	752
50	758
51	764
52	771
53	777
54	783
55	789
56	795
57	802
58	808
59	815
60	821
61	828
62	834
63	841
64	848
65	855
66	861
67	868
68	875
69	882
70	889
71	896
72	904
73	911
74	918
75	925
76	933
77	940
78	948
79	955
80	963
81	971
82	978
83	986
84	994
85	1002
86	1010
87	1018
88	1044
89	1104
90	1168
91	1236
92	1307
93	1383
94	1463
95	1548
96	1637
97	1732
98	1832
99	1938
99.9	2039
99.99	3628
99.999	7898
